"scrip_code","member_code","client_id"
"556155","258","6E038"
"556155","258","6S012"
"556155","258","H201217"
"556155","258","H202041"
"556155","258","J18RJK09"
"556155","258","J18RJP09"
"556155","258","J18RJS16"
"556155","258","L16V003"
"556155","258","M15LO16"
"556155","258","Y2BN13"
"556155","26","00355"
"556155","26","22770"
"556155","26","22785"
"556155","26","36416"
"556155","26","65906"
"556155","26","65963"
"556155","26","833795"
"556155","26","839009"
"556155","26","850056"
"556155","26","851293"
"556155","262","I1904009"
"556155","269","67CHG00012"
"556155","271","06RK08"
"556155","271","16Z1010"
"556155","271","31C159"
"556155","271","40VA01"
"556155","271","49B155"
"556155","271","57A208"
"556155","271","58S6"
"556155","271","762LK1"
"556155","271","839S18"
"556155","271","841A11"
"556155","271","852MM11"
"556155","271","879B34"
"556155","271","894R033"
"556155","276","Y2105D388"
"556155","276","Y2106H055"
"556155","276","Y2106S145"
"556155","276","Y2106VB11"
"556155","276","Y2110556"
"556155","276","Y2110656"
"556155","276","Y2111R182"
"556155","276","Y21275050"
"556155","276","Y2205E006"
"556155","276","Y2205IS34"
"556155","276","Y23043950"
"556155","276","Y23044234"
"556155","276","Y23109"
"556155","276","Y2310C099"
"556155","276","Y2315C315"
"556155","276","Y2315J322"
"556155","276","Y23202714"
"556155","276","Y2320T05"
"556155","276","Y23601007"
"556155","276","Y2424H111"
"556155","276","Y2455D74"
"556155","276","Y24692514"
"556155","276","Y2469AC"
"556155","276","Y25053701"
"556155","276","Y2505MY01"
"556155","276","Y2505XK03"
"556155","276","Y2505XM01"
"556155","276","Y2519126"
"556155","276","Y25618051"
"556155","276","Y26003001"
"556155","276","Y2601K06"
"556155","276","Y2668C01"
"556155","281","B26H00A186"
"556155","281","E23F006896"
"556155","281","E23P005012"
"556155","281","G21S005184"
"556155","281","H20M008226"
"556155","281","H20M008425"
"556155","281","H20S00NLK"
"556155","281","K17B007001"
"556155","281","K17S004848"
"556155","281","S8C00V105"
"556155","281","W4P003636"
"556155","29","N14D6416"
"556155","291","K17CSH012"
"556155","291","Z1JSJB01"
"556155","291","Z1MCPR10"
"556155","291","Z1MCSK80"
"556155","292","3408"
"556155","292","Y2AA001"
"556155","298","2867"
"556155","298","E23R013"
"556155","298","K171"
"556155","298","K1715346"
"556155","298","K1715824"
"556155","298","K1716576"
"556155","298","K1718402"
"556155","298","N141"
"556155","298","S816699"
"556155","298","T71244"
"556155","298","Y2V353"
"556155","3027","B26I03"
"556155","3027","B26M04"
"556155","3027","E23J1436"
"556155","3027","M15105871"
"556155","3027","M15108369"
"556155","3027","M15108642"
"556155","3028","59S003"
"556155","3028","M15004"
"556155","3028","W4011"
"556155","3033","D24809"
"556155","3037","M15011"
"556155","3038","6514"
"556155","3038","717C007"
"556155","3038","8048"
"556155","3038","81RP11"
"556155","3038","829RP09"
"556155","3038","83042"
"556155","3038","855NS01"
"556155","3038","862BP02"
"556155","3041","9R766"
"556155","3041","L16WN"
"556155","3041","Z1X119"
"556155","3042","0438"
"556155","3042","1739"
"556155","3042","5419"
"556155","3043","P112629"
"556155","3043","Q104026"
"556155","3043","W4251"
"556155","3045","Z11119"
"556155","3045","Z1999"
"556155","3045","Z1N04"
"556155","3048","54005"
"556155","3048","88048"
"556155","3052","X3KM01"
"556155","3053","N14Z11"
"556155","3053","Z1E10"
"556155","3053","Z1P110"
"556155","3054","P114H001"
"556155","3057","6129"
"556155","3057","8156"
"556155","3057","L16WN"
"556155","3057","X3SL"
"556155","3058","U6N23"
"556155","306","7040013001"
"556155","306","72300"
"556155","306","8530013216"
"556155","306","8530014054"
"556155","306","8530014122"
"556155","306","8530014591"
"556155","306","85900"
"556155","306","85900499"
"556155","306","85900633"
"556155","3060","L16WN"
"556155","3060","N14G230"
"556155","3062","N14S11"
"556155","3068","138"
"556155","3068","6657"
"556155","3068","K17993"
"556155","3068","M15612"
"556155","3068","Z1139"
"556155","3071","7525"
"556155","3079","75600052"
"556155","3081","I19239"
"556155","3086","F2211856"
"556155","3087","S83503"
"556155","3088","H20A02"
"556155","3089","S8001"
"556155","309","41164"
"556155","309","41444"
"556155","309","42101"
"556155","309","73601"
"556155","3094","Q10L11"
"556155","3094","X3G021"
"556155","3094","X3V107"
"556155","3094","X3Y510"
"556155","310","4011"
"556155","310","40R55"
"556155","310","40S98"
"556155","310","40X5"
"556155","310","58R1"
"556155","310","601456"
"556155","310","601512"
"556155","310","60202"
"556155","310","61M152"
"556155","310","730S17"
"556155","310","76RA54"
"556155","310","77CB"
"556155","3100","85214"
"556155","3100","85421"
"556155","3103","F22PS01"
"556155","3107","94M001"
"556155","311","4856"
"556155","311","5405"
"556155","3110","85509"
"556155","3110","89018"
"556155","3110","95015"
"556155","3113","K17023"
"556155","3119","I19A471"
"556155","3125","890001"
"556155","3125","890503"
"556155","3126","I19C007"
"556155","3132","N1418103"
"556155","3134","K17K14759"
"556155","3134","P11P29610"
"556155","314","22ED14"
"556155","314","28A52"
"556155","314","40M52"
"556155","314","466B03"
"556155","314","540P12"
"556155","314","63K014"
"556155","314","H20KM029"
"556155","314","H20KV001"
"556155","315","N14SBT521"
"556155","315","X3CP4"
"556155","315","Z1RSRSM"
"556155","316","722S005"
"556155","316","842N042"
"556155","316","847V107"
"556155","316","911L006"
"556155","316","975K071"
"556155","316","975R024"
"556155","316","994H065"
"556155","3170","M15NS10"
"556155","3175","L16WN"
"556155","318","K17329"
"556155","318","N14SR4074"
"556155","318","Z1SB004"
"556155","319","42JS01"
"556155","319","54A030"
"556155","319","86M222"
"556155","319","94S699"
"556155","319","96A786"
"556155","3199","N1420"
"556155","327","0398"
"556155","327","0399"
"556155","330","50G12"
"556155","330","50G460"
"556155","330","54D038"
"556155","330","54D058"
"556155","330","86A032"
"556155","330","93A400"
"556155","330","93R145"
"556155","330","E23R376"
"556155","330","K17S132"
"556155","335","W4121"
"556155","336","21004"
"556155","336","21913"
"556155","336","38251"
"556155","336","470001013"
"556155","336","485695"
"556155","336","509050002"
"556155","336","510000028"
"556155","336","6060013"
"556155","336","6060069"
"556155","336","611000029"
"556155","336","70211A017"
"556155","336","70212S024"
"556155","336","73200B001"
"556155","336","N149276"
"556155","336","N149876"
"556155","345","T7ES040"
"556155","345","T7IH010"
"556155","345","Y2KJ02"
"556155","345","Z1AD074"
"556155","345","Z1AK055"
"556155","345","Z1AS028"
"556155","346","X3HR076"
"556155","351","E23FS066"
"556155","351","G21QP009"
"556155","351","L16LA006"
"556155","351","L16LF001"
"556155","351","L16LR002"
"556155","351","N14GP217"
"556155","351","N14QM021"
"556155","351","N14QT001"
"556155","351","N14RA009"
"556155","351","S8GV016"
"556155","351","W4AA005"
"556155","351","W4AB006"
"556155","351","W4RR014"
"556155","351","X3SA204"
"556155","354","H20015"
"556155","359","G21014/1295"
"556155","359","W4031/3229"
"556155","366","73529"
"556155","366","73531"
"556155","366","L16WN"
"556155","375","2272"
"556155","375","4454"
"556155","375","A274096"
"556155","384","0000"
"556155","384","0135"
"556155","384","2004"
"556155","390","0532"
"556155","390","51050"
"556155","390","87011"
"556155","402","71B13"
"556155","402","Z1010"
"556155","404","51036"
"556155","408","W4D25481"
"556155","408","W4D25749"
"556155","414","01373"
"556155","414","01537"
"556155","414","0850"
"556155","414","42501"
"556155","414","H20A9003"
"556155","414","M15PA024"
"556155","414","M15S4777"
"556155","414","M15S4884"
"556155","414","M15S6914"
"556155","414","M15SC050"
"556155","417","Z11099"
"556155","428","27169"
"556155","428","39B018"
"556155","428","39K032"
"556155","428","45614"
"556155","428","72D076"
"556155","428","72SANJ"
"556155","428","72ZA"
"556155","428","7611J07"
"556155","428","94P002"
"556155","428","950018"
"556155","428","950027"
"556155","43","L16WN"
"556155","431","40935"
"556155","431","70004"
"556155","431","70026"
"556155","431","73000005"
"556155","431","W480092"
"556155","431","W4J33"
"556155","431","X3CS72"
"556155","434","L16WN"
"556155","439","M15459623"
"556155","439","M15461742"
"556155","439","M15525563"
"556155","439","M15543102"
"556155","447","0036"
"556155","448","0009"
"556155","453","H20216"
"556155","461","L16WN"
"556155","461","M1572"
"556155","461","N1411088"
"556155","461","U61"
"556155","469","C25KA223"
"556155","469","C25R1227"
"556155","469","E23JS72"
"556155","469","F22P0002"
"556155","469","F22P0292"
"556155","469","H20IAH2626"
"556155","469","H20SRK3"
"556155","469","H20ST30"
"556155","469","I19AJNN055"
"556155","469","J18BJ068"
"556155","469","J18D0007"
"556155","469","J18W061"
"556155","469","L16WN"
"556155","469","M15AGBG035"
"556155","469","M15AGBW003"
"556155","469","M15AGK705"
"556155","469","M15T0052"
"556155","469","N14SA900"
"556155","469","O13KOLK41972"
"556155","469","P11OLK47477"
"556155","469","P11OLK47919"
"556155","469","Q10DA036"
"556155","469","Q10DK020"
"556155","469","Q10DL008"
"556155","469","Q10DZMY09"
"556155","469","S8YN02"
"556155","469","V5NSA6121"
"556155","469","V5NSN208"
"556155","469","Y2A0325"
"556155","469","Y2AM097"
"556155","469","Y2AM168"
"556155","469","Y2B125"
"556155","469","Y2HD111"
"556155","469","Y2ID218"
"556155","469","Y2W7001"
"556155","475","Q10A05"
"556155","475","V5C01"
"556155","479","3050966"
"556155","479","9770273"
"556155","48","L16WN"
"556155","486","I19020"
"556155","486","L16WN"
"556155","489","0002"
"556155","493","26L184"
"556155","493","2AKA1"
"556155","493","2AKA97"
"556155","493","2GIMS10"
"556155","493","2MJ367"
"556155","493","6VKS"
"556155","493","L16WN"
"556155","493","N14IM01"
"556155","493","N14RM01"
"556155","493","V5W5010"
"556155","493","V5W8004"
"556155","493","X3MMK"
"556155","493","Y2DS42"
"556155","499","193"
"556155","50","80100209"
"556155","50","80100440"
"556155","50","80103234"
"556155","50","80103240"
"556155","50","80103437"
"556155","50","80103544"
"556155","50","80103629"
"556155","50","80103664"
"556155","50","80104632"
"556155","50","80111907"
"556155","50","80111934"
"556155","50","80500306"
"556155","50","81201153"
"556155","50","81207070"
"556155","50","81503099"
"556155","50","82900304"
"556155","50","83000319"
"556155","50","83100800"
"556155","50","83200079"
"556155","50","83300216"
"556155","50","83303034"
"556155","50","83800360"
"556155","50","84702308"
"556155","50","85200243"
"556155","504","4372"
"556155","504","72044"
"556155","504","87017"
"556155","514","E23PM15"
"556155","514","G21EK5"
"556155","514","G21ER2"
"556155","514","O13YA6"
"556155","514","Q10075"
"556155","514","T7098"
"556155","514","Z1BU2"
"556155","515","09038"
"556155","518","55209"
"556155","518","633114"
"556155","518","633615"
"556155","518","633727"
"556155","518","84117"
"556155","518","93S284"
"556155","519","Z1001"
"556155","521","E23BV038"
"556155","521","H20ID021"
"556155","521","H20IM043"
"556155","521","H20IS081"
"556155","521","H20JS009"
"556155","521","O133"
"556155","521","T7I011"
"556155","521","Z1J119"
"556155","521","Z1LN044"
"556155","53","E23DR2M022"
"556155","53","I19TNS018"
"556155","53","K1710720"
"556155","53","Q10PAJJ001"
"556155","53","Q10PL003"
"556155","53","Q10PU136"
"556155","53","R9NA044"
"556155","53","R9NGR245"
"556155","53","R9NP257"
"556155","53","R9NP329"
"556155","53","R9NS483"
"556155","53","R9NU024"
"556155","53","S8NT023"
"556155","53","S8NV078"
"556155","53","T7BN5P009"
"556155","53","T7MRP029"
"556155","53","T7NPG21"
"556155","53","T7NPK429"
"556155","53","Y2KR131"
"556155","53","Y2NDWS017"
"556155","53","Z1HM14S002"
"556155","53","Z1LBDS120"
"556155","53","Z1M1776"
"556155","534","X3G088"
"556155","538","84374"
"556155","538","L16WN"
"556155","539","L16WN"
"556155","543","L16WN"
"556155","552","L16WN"
"556155","556","M15018"
"556155","557","6092"
"556155","562","G21119"
"556155","562","M15028"
"556155","562","P11032"
"556155","562","W4192"
"556155","572","L16WN"
"556155","578","Z1G257"
"556155","587","L16WN"
"556155","587","Z102114"
"556155","587","Z102348"
"556155","587","Z102795"
"556155","587","Z102853"
"556155","587","Z115111"
"556155","587","Z161227"
"556155","587","Z165108"
"556155","587","Z191106"
"556155","587","Z191133"
"556155","59","8NC02"
"556155","59","H20D13"
"556155","59","H20P12"
"556155","59","K17460"
"556155","59","L16SM111"
"556155","59","P11005"
"556155","59","P11KK18"
"556155","59","Q106R04"
"556155","59","Q109M02"
"556155","59","Q10U03"
"556155","59","S8HM02"
"556155","59","U6101"
"556155","59","Y2K56"
"556155","59","Y2S673"
"556155","599","M15A0017"
"556155","599","X3SPA002"
"556155","60","H200990"
"556155","60","P11401"
"556155","600","T7S029"
"556155","612","94721"
"556155","615","H20019"
"556155","615","I19100"
"556155","615","N14102"
"556155","617","L16WN"
"556155","622","35100"
"556155","622","64124"
"556155","624","39601"
"556155","624","44099"
"556155","625","1222"
"556155","625","81025"
"556155","630","L16WN"
"556155","631","F222017"
"556155","631","F222074"
"556155","631","F222241"
"556155","631","L16WN"
"556155","631","X31000"
"556155","631","X31194"
"556155","631","X32070"
"556155","631","Z14308"
"556155","633","G21011"
"556155","635","E231406"
"556155","635","E232293"
"556155","635","E235997"
"556155","635","E237019"
"556155","635","H2014644"
"556155","635","H2017003"
"556155","635","H2018020"
"556155","635","H2018083"
"556155","635","H2019315"
"556155","635","H2023452"
"556155","635","H2023542"
"556155","635","H203643"
"556155","635","H206745"
"556155","635","H20B18"
"556155","635","I1910000"
"556155","635","I1913476"
"556155","635","I1914854"
"556155","635","I195406"
"556155","635","I199464"
"556155","635","I19B29"
"556155","635","I19CS044"
"556155","635","K177887"
"556155","635","K179913"
"556155","635","K17NR646"
"556155","635","L16154"
"556155","635","M151006"
"556155","635","M151544"
"556155","635","M156117"
"556155","635","M157938"
"556155","635","M158205"
"556155","635","M158223"
"556155","635","N1415838"
"556155","635","N142545"
"556155","635","N143392"
"556155","635","N14623"
"556155","635","N14865"
"556155","635","N149232"
"556155","635","N14VD72"
"556155","635","O13149"
"556155","635","O132420"
"556155","635","P1112777"
"556155","635","P1113003"
"556155","635","P1113133"
"556155","635","P116221"
"556155","635","P119123"
"556155","635","Q101111"
"556155","635","Q102552"
"556155","635","Q10777"
"556155","635","Q10OD2149"
"556155","635","R9386"
"556155","635","R9LA33"
"556155","635","S84854"
"556155","635","S86460"
"556155","635","T7A39"
"556155","635","T7K79"
"556155","635","W4667"
"556155","635","W46886"
"556155","635","W46940"
"556155","635","W4X09"
"556155","635","W4X51"
"556155","635","Z115515"
"556155","635","Z116589"
"556155","635","Z18189"
"556155","635","Z19999"
"556155","638","86042"
"556155","643","75299"
"556155","643","85A013"
"556155","643","85V014"
"556155","643","99459"
"556155","65","56M011"
"556155","65","703V001"
"556155","656","73071"
"556155","659","E23PA84"
"556155","659","E23PO72"
"556155","659","G21D0SG1"
"556155","659","H20M0SS5"
"556155","659","H20SAA2459"
"556155","659","H20U0MP2"
"556155","659","H20Y0NK2"
"556155","659","I19A1S162"
"556155","659","I19C0RT1"
"556155","659","I19J0RR1"
"556155","659","K17A0002"
"556155","659","K17C0PH1"
"556155","659","L16I0AS3"
"556155","659","Q10A0700"
"556155","659","Q10L0SD1"
"556155","659","T7C0513"
"556155","659","T7CA084"
"556155","659","T7E0AS2"
"556155","659","U6A0MZ2"
"556155","659","U6A0PH1"
"556155","659","W4N1N148"
"556155","659","W4N1V22"
"556155","659","W4N8A01"
"556155","659","X3A0007"
"556155","659","X3G029"
"556155","659","X3G031"
"556155","661","N14159"
"556155","67","2049"
"556155","677","H20237"
"556155","681","H20111"
"556155","686","60"
"556155","686","H200913"
"556155","686","L16105"
"556155","686","M151166"
"556155","686","M153019"
"556155","686","R9003"
"556155","686","W4B006"
"556155","695","82448"
"556155","696","I192F94"
"556155","696","I19JE61"
"556155","696","J18EQ12"
"556155","696","J18JK30"
"556155","696","S8C555"
"556155","696","S8RU38"
"556155","696","S8ZX85"
"556155","696","Z1DK26"
"556155","708","80028"
"556155","71","80263"
"556155","720","32900"
"556155","720","50191"
"556155","720","57023"
"556155","720","58918"
"556155","720","70801"
"556155","720","72286"
"556155","720","73001"
"556155","720","73306"
"556155","736","67168"
"556155","736","85045"
"556155","736","Q10K3576"
"556155","74","K17M026"
"556155","741","E23567"
"556155","741","W4044"
"556155","741","Y2071"
"556155","747","8A327"
"556155","748","K17034"
"556155","748","N14041"
"556155","750","07G005"
"556155","750","08A044"
"556155","750","14S10"
"556155","750","34680"
"556155","750","51B071"
"556155","750","51M021"
"556155","750","51S157"
"556155","750","51YA18"
"556155","750","57A070"
"556155","750","71N119"
"556155","750","79N012"
"556155","750","80S679"
"556155","750","82C001"
"556155","750","82J016"
"556155","750","84M029"
"556155","750","88CJ359"
"556155","750","89S218"
"556155","750","91P068"
"556155","76","1918"
"556155","761","Z1003"
"556155","762","T70210"
"556155","768","5523"
"556155","768","80008"
"556155","770","30030"
"556155","770","30191"
"556155","770","72140"
"556155","770","72200"
"556155","770","82401"
"556155","771","01163"
"556155","771","03391"
"556155","771","04571"
"556155","771","14224"
"556155","771","17921"
"556155","771","36326"
"556155","771","39576"
"556155","771","52147"
"556155","771","71592"
"556155","771","811047"
"556155","771","812814"
"556155","771","822230"
"556155","771","822421"
"556155","771","823054"
"556155","771","830426"
"556155","771","831113"
"556155","771","831700"
"556155","771","833134"
"556155","771","834216"
"556155","771","836411"
"556155","771","836977"
"556155","771","839201"
"556155","790","64P001"
"556155","790","66B001"
"556155","790","749R008"
"556155","790","863A004"
"556155","792","3012"
"556155","794","5717"
"556155","794","I193021"
"556155","794","I193062"
"556155","794","Q108024"
"556155","799","L16WN"
"556155","802","I19ST"
"556155","802","L16WN"
"556155","802","N14ES"
"556155","802","Z1GS18"
"556155","802","Z1RA076"
"556155","814","K1708038"
"556155","814","K1711111"
"556155","814","K1712014"
"556155","814","K1718062"
"556155","815","47000"
"556155","815","50002"
"556155","815","6600"
"556155","815","7910"
"556155","815","803000"
"556155","820","K17A03"
"556155","822","70008"
"556155","822","88491"
"556155","822","88743"
"556155","85","E23045"
"556155","90","N14123J003"
"556155","90","N14123M999"
"556155","90","N14123N123"
"556155","923","67SS39"
"556155","925","833VNK"
"556155","925","906R096"
"556155","927","L16WN"
"556155","929","355R005"
"556155","929","722P007"
"556155","929","881S014"
"556155","929","L16WN"
"556155","930","Q10A4463"
"556155","933","E2327"
"556155","933","I19G7061"
"556155","933","M1528004"
"556155","933","N14U2026"
"556155","933","O136157"
"556155","933","P111204"
"556155","933","Q10A1087"
"556155","933","Q10K1076"
"556155","933","W4A9001"
"556155","933","W4A9067"
"556155","933","Z1A671"
"556155","933","Z1N9001"
"556155","935","I191941"
"556155","935","K171427"
"556155","94","1022"
"556155","94","1722"
"556155","94","I19066"
"556155","94","L16WN"
"556155","940","656007"
"556155","940","656878"
"556155","940","7142802"
"556155","941","D24866JS01"
"556155","944","M15VC5"
"556155","945","W4006"
"556155","948","826D052N"
"556155","957","I19116"
"556155","958","2501"
"556155","958","85045"
"556155","960","0414"
"556155","960","810103"
"556155","962","P11103"
"556155","963","Q10054"
"556155","964","3521B"
"556155","965","P111184"
"556155","965","P1137"
"556155","965","P1141"
"556155","966","2U44"
"556155","966","8AS072"
"556155","966","8MA200"
"556155","966","8SH142"
"556155","966","G21A042"
"556155","966","S8I020"
"556155","97","2703"
"556155","97","56082"
"556155","97","7120"
"556155","97","87470"
"556155","974","83P001"
"556155","975","88B56"
"556155","975","I19BHS1"
"556155","975","Z11OM"
"556155","978","V5175S1865"
"556155","979","912889"
"556155","979","913909"
"556155","979","913939"
"556155","989","72004"
"556155","989","80044"
"556155","989","81006"
"556155","990","H202S002"
